id,type,lat,lon,name,operator,address,network,county,municipality,neighborhood
9999144820,node,59.4300257,24.6973083,,SEB,"Paldiski mnt, 56",,Harju County,Tallinn,
9999144824,node,59.4299612,24.6974055,,Swedbank,"Paldiski mnt, 56",,Harju County,Tallinn,
9999291857,node,59.4252005,24.7004781,,Swedbank,"Mustamäe tee, 12",,Harju County,Tallinn,
10006843828,node,59.3644784,26.3396914,,LHV,,,Lääne-Viru County,Rakvere vald,
10083406043,node,59.4367395,24.7522382,,Euronet,"Viru, 27a",,Harju County,Tallinn,
10180595601,node,59.4336283,24.7513861,,Swedbank,"Estonia pst, 9",,Harju County,Tallinn,
10180595602,node,59.4335982,24.7513922,,LHV;Luminor,"Estonia pst, 9",,Harju County,Tallinn,
10180595603,node,59.4336127,24.7513861,,SEB,"Estonia pst, 9",,Harju County,Tallinn,
10186239072,node,59.4276956,24.8387923,Seb pangaautomaat,SEB,,,Harju County,Tallinn,
10204104914,node,59.4369423,24.7567871,,SEB,"Viru väljak, 6",,Harju County,Tallinn,
10233574706,node,58.90467,24.4298047,Pangaautomaat,Swedbank,,,Rapla County,Märjamaa vald,
10244439894,node,59.3763228,24.712242,,Swedbank,"Valdeku, 114",,Harju County,Tallinn,
10276217654,node,58.8314353,22.7735151,,Swedbank,,,Hiiu County,Hiiumaa vald,
10569654499,node,59.4014721,24.6980603,,Swedbank,,,Harju County,Tallinn,
10583707512,node,58.2365806,25.8599609,,Swedbank,,,Viljandi County,Viljandi vald,
10726445954,node,59.4280004,24.8397287,,Swedbank,,,Harju County,Tallinn,
10792736332,node,59.4337012,26.2666626,,Swedbank,"Võsu mnt, 5",,Lääne-Viru County,Haljala vald,
10802770444,node,58.0946153,27.4597498,Swedbank,,,,Põlva County,Räpina vald,
10804008362,node,59.403288,24.715196,,SEB,"A. H. Tammsaare tee, 62",,Harju County,Tallinn,
10816023436,node,59.4301164,24.757695,,Swedbank,"Liivalaia, 33",,Harju County,Tallinn,
10845319178,node,59.3540468,24.8928413,,LHV,,LHV,Harju County,Rae vald,
10875199493,node,59.4349429,24.7560289,,SEB,"Rävala pst, 6",,Harju County,Tallinn,
10896042747,node,59.4241587,24.7942223,,SEB,"Peterburi tee, 2",,Harju County,Tallinn,
10896042787,node,59.4241681,24.7942512,,Swedbank,"Peterburi tee, 2",,Harju County,Tallinn,
11022082580,node,58.3781801,26.7324777,,SEB,,,Tartu County,Tartu linn,Uueturu
11041734620,node,59.3733109,24.6652971,,SEB,"Vabaduse pst, 128",,Harju County,Tallinn,
11050167107,node,58.3865188,24.5068818,,Swedbank,,,Pärnu County,Pärnu linn,
11061495649,node,58.3309458,22.2556215,,Swedbank,,,Saare County,Saaremaa vald,
11065356110,node,58.2656263,22.5157617,Swedbank,,,,Saare County,Saaremaa vald,
11081762364,node,58.3705326,24.5499639,,SEB,,,Pärnu County,Pärnu linn,
11081762365,node,58.3705073,24.5499559,,LHV,,,Pärnu County,Pärnu linn,
11098995765,node,57.9578489,27.6336513,,Swedbank,,,Võru County,Setomaa vald,
11115695275,node,59.3642584,28.1873063,,SEB,,,Ida-Viru County,Narva linn,
11115726572,node,59.3643984,28.1873277,,Swedbank,,,Ida-Viru County,Narva linn,
11159041030,node,58.5519553,26.6001533,Swedbank,Swedbank,,,Tartu County,Tartu vald,
11159045345,node,58.5763493,26.2886874,Swedbank,Swedbank,,,Jõgeva County,Põltsamaa vald,
11191086028,node,59.4405187,24.7765338,Swedbank,Swedbank,,,Harju County,Tallinn,
11196010722,node,59.4410869,24.7618106,,Swedbank,,,Harju County,Tallinn,
11196010723,node,59.4410587,24.7618644,,SEB,,,Harju County,Tallinn,
11196010724,node,59.4411111,24.7617621,,Luminor | LHV,,,Harju County,Tallinn,
11197997623,node,57.7318927,27.2838868,,Swedbank,,,Võru County,Võru vald,
11201604467,node,59.2647537,25.9665262,,Swedbank,,,Lääne-Viru County,Tapa vald,
11203370505,node,59.5055928,24.8286822,,brand=Swedbank,,,Harju County,Viimsi vald,
11203370506,node,59.5046653,24.8259916,,brand=LHV,,,Harju County,Viimsi vald,
11203370507,node,59.5048856,24.8264308,,brand=Swedbank,,,Harju County,Viimsi vald,
11203370508,node,59.506101,24.8304855,,brand=LHV,,,Harju County,Viimsi vald,
11203370509,node,59.5098765,24.8288228,,brand=Swedbank,,,Harju County,Viimsi vald,
11203370510,node,59.4986946,24.8288091,,brand=Swedbank,,,Harju County,Viimsi vald,
11231338488,node,59.3935863,24.7194561,,SEB,"Pärnu mnt, 238",,Harju County,Tallinn,
11231338491,node,59.3935665,24.7194173,,Swedbank,"Pärnu mnt, 238",,Harju County,Tallinn,
11246904519,node,59.4345371,24.947115,,Swedbank,,,Harju County,Jõelähtme vald,
11246904520,node,59.4345159,24.947071,,SEB,,,Harju County,Jõelähtme vald,
11266959399,node,58.9982772,24.79124,,Swedbank,,,Rapla County,Rapla vald,
11266959400,node,58.9983029,24.7911093,,SEB,,,Rapla County,Rapla vald,
11297417969,node,59.3241731,24.5609998,,LHV / Luminor,,,Harju County,Saue vald,
11309441993,node,59.422638,24.6973535,,SEB,"Mustamäe tee, 16",,Harju County,Tallinn,
11309442006,node,59.4222755,24.6974182,,Swedbank,"Mustamäe tee, 16",,Harju County,Tallinn,
11324282487,node,59.4104268,24.6829437,,LHV; Luminor,"Karjavälja, 4",,Harju County,Tallinn,
11324282488,node,59.4103961,24.6829492,,Swedbank,"Karjavälja, 4",,Harju County,Tallinn,
11324282489,node,59.4103952,24.6830299,,SEB,"Karjavälja, 4",,Harju County,Tallinn,
11494308816,node,58.3778356,26.7267524,,LHV,"Riia, 1",,Tartu County,Tartu linn,Uueturu
11556030120,node,57.7743297,26.0440687,,SEB,,,Valga County,Valga vald,
11556142373,node,58.6882303,23.8345117,,SEB,,,Pärnu County,Lääneranna vald,
11630601192,node,59.3491302,26.36434,,LHV/Luminor,,,Lääne-Viru County,Rakvere linn,
11685030937,node,59.462331,24.8286802,Swedbank,Swedbank,,,Harju County,Tallinn,
11685030938,node,59.4622636,24.8281499,LHV,LHV,,,Harju County,Tallinn,
11698728527,node,59.3577625,27.417797,,Swedbank,,,Ida-Viru County,Jõhvi vald,
11703797309,node,59.009749,24.7932489,,LHV / Luminor,,,Rapla County,Rapla vald,
11748473975,node,59.4270692,24.724126,,LHV | Luminor,"Endla, 45",,Harju County,Tallinn,
11758318803,node,59.4367729,24.7494443,,Euronet,,,Harju County,Tallinn,
11883332963,node,58.3352559,26.3131172,,Swedbank,,,Tartu County,Elva vald,
11942935118,node,59.4376155,24.7579104,,Swedbank,"Narva mnt, 5",,Harju County,Tallinn,
11950260541,node,59.4277034,24.8388444,,Swedbank,"Juhan Smuuli tee, 43",,Harju County,Tallinn,
11950260542,node,59.4278682,24.8386972,,LHV; Luminor,"Juhan Smuuli tee, 43",,Harju County,Tallinn,
11950499845,node,59.4404389,24.8654532,,LHV; Luminor,"Mustakivi tee, 13",,Harju County,Tallinn,
11950499854,node,59.4406796,24.8636636,,Swedbank,"Mustakivi tee, 13",,Harju County,Tallinn,
11950499857,node,59.4407037,24.8631525,,SEB,"Mustakivi tee, 13",,Harju County,Tallinn,
12012117282,node,58.1642954,22.2501103,,Swedbank,,,Saare County,Saaremaa vald,
12029023182,node,58.3573127,26.7210848,,LHV;Luminor,"Võru, 77",,Tartu County,Tartu linn,
12029098480,node,58.3560089,26.7224876,,SEB,"Võru, 170",,Tartu County,Tartu linn,
12039496969,node,59.3412999,24.6130916,,SEB,,,Harju County,Saue vald,
12039963713,node,58.6867795,23.8336888,,Swedbank,,,Pärnu County,Lääneranna vald,
12046403517,node,59.3480021,26.3575021,,,,LHV,Lääne-Viru County,Rakvere linn,
12135527510,node,58.3700115,24.5506876,,Swedbank,,,Pärnu County,Pärnu linn,
12135527511,node,58.3700258,24.5506626,,Swedbank,,,Pärnu County,Pärnu linn,
12154211992,node,58.9983,24.0568241,,Swedbank,,,Lääne County,Lääne-Nigula vald,
12218933057,node,58.605739,23.2339444,,LHV,,,Saare County,Muhu vald,
12218997260,node,58.5589592,23.0827108,,Swedbank,,,Saare County,Saaremaa vald,
12269398142,node,59.3251295,24.7666658,,Swedbank,,,Harju County,Kiili vald,
12269514710,node,59.307422,24.8373641,,Swedbank,,,Harju County,Kiili vald,
12279226631,node,58.4089315,22.7898051,Swedbank,,,Swedbank,Saare County,Saaremaa vald,
12314598132,node,59.4241703,24.7839104,Swedbank,,,,Harju County,Tallinn,
12346425766,node,59.4376529,24.7567001,,Swedbank,"Narva mnt, 1",,Harju County,Tallinn,
12430129116,node,59.401136,24.6974736,,SEB,,,Harju County,Tallinn,
12549062484,node,59.4846323,25.0176005,,Swedbank,,,Harju County,Maardu,
12612913018,node,59.3548877,26.387922,,Swedbank,,,Lääne-Viru County,Rakvere linn,
12618044731,node,59.1672539,24.7494373,,LHV,,,Rapla County,Kohila vald,
12623057472,node,58.3531412,26.6868324,,SEB,,,Tartu County,Tartu linn,
12623057473,node,58.3531309,26.6868552,,Swedbank,,,Tartu County,Tartu linn,
12749468976,node,59.4259076,24.6497962,,Swedbank,"Paldiski mnt, 102",,Harju County,Tallinn,Veskimetsa
12749468981,node,59.4259294,24.6497892,,LHV; Luminor,"Paldiski mnt, 102",,Harju County,Tallinn,Veskimetsa
12752802339,node,59.0050122,24.7932362,,SEB,"Tallinna mnt, 16",,Rapla County,Rapla vald,
12789274734,node,59.3978207,24.690729,,Swedbank,,,Harju County,Tallinn,
